car_name,manufacturing_year,milage,ownership,engine cc,fuel_type,"car_price (JPY 10,000)",auction_house
Nissan GTR,12-Nov-95,63175 kms,4th owner,2500,CNG,26.8,KCAA Kyushu
Mazda CX-5,29-Mar-09,76589 kms,4th owner,3000,Diesel,36.8,IMA East
Subaru Outback,24-Jul-02,126736 kms,1st owner,1500,Diesel,16.8,IMA East
Toyota Hiace,22-Oct-12,66779 kms,2nd owner,4000,Diesel,16.8,GAO! Nagoya
Mazda Axela,26-May-97,295442 kms,2nd owner,3000,Electric,36.8,KCAA Kyushu
Mitsubishi Lancer,10-Feb-97,54790 kms,4th owner,4000,CNG,16.8,CAA Chubu
Mitsubishi Mirage,25-Mar-93,205246 kms,4th owner,3000,Hybrid,66.8,NAA Osaka
Lexus IS,18-Jul-05,270563 kms,1st owner,3500,Gasoline,6.8,HAA Kobe
Toyota Camry,07-Aug-05,70825 kms,1st owner,2500,Gasoline,36.8,NAA Osaka
Toyota Crown,19-Jul-96,98614 kms,3rd owner,2000,Gasoline,6.8,SMAP Tokyo
Daihatsu Tanto,04-Oct-05,74631 kms,4th owner,660,Electric,6.8,GNN Osaka
Mitsubishi Lancer,02-Mar-04,169974 kms,4th owner,3500,CNG,6.8,NTAA Tokyo
Lexus ES,07-Oct-90,227900 kms,3rd owner,3000,Electric,26.8,HERO Saitama
Subaru Legacy,30-Mar-10,43752 kms,2nd owner,3500,Hybrid,56.8,HAA Kobe
Lexus RX,23-Nov-00,160114 kms,1st owner,3000,Gasoline,36.8,LAA Kansai
Lexus RX,18-Jul-01,203825 kms,4th owner,2500,Hybrid,76.8,CAA Chubu
Toyota Land Cruiser,29-Apr-97,177309 kms,1st owner,2500,Electric,26.8,NTAA Tokyo
Mitsubishi Lancer,18-Jun-09,51874 kms,3rd owner,1500,CNG,16.8,KCAA Kyushu
Mazda Axela,06-Oct-94,230535 kms,1st owner,3500,Gasoline,16.8,USS Tokyo
Toyota Land Cruiser,28-Mar-90,264639 kms,2nd owner,1500,Diesel,16.8,TAA Nagoya
Toyota Prius,08-Mar-08,10523 kms,4th owner,2000,CNG,6.8,CAA Chubu
Mitsubishi Mirage,15-Aug-21,8755 kms,3rd owner,4000,Gasoline,16.8,Honda Auto Auction Fukuoka
Mazda Axela,27-Dec-20,72215 kms,1st owner,1500,Electric,16.8,CAA Chubu
Lexus GX,05-Sep-22,161376 kms,3rd owner,1500,Diesel,6.8,JU Kanagawa
Lexus GX,22-Apr-97,113003 kms,4th owner,2000,Hybrid,46.8,USS Tokyo
Subaru Legacy,02-Nov-00,232570 kms,3rd owner,2500,Gasoline,26.8,SMAP Tokyo
Mazda Demio,28-Oct-97,225240 kms,1st owner,1500,Electric,6.8,RAA Ryutsu
Subaru Impreza,15-Dec-10,168111 kms,3rd owner,3000,Diesel,36.8,SMAP Tokyo
Mitsubishi Pajero,05-Jan-16,47407 kms,3rd owner,2000,CNG,6.8,KIX Kansai
Honda Fit,28-Aug-21,246671 kms,4th owner,2000,Gasoline,16.8,GNN Osaka
Honda Odyssey,18-Apr-18,27615 kms,2nd owner,2500,Gasoline,26.8,KCAA Kyushu
Daihatsu Move,26-Jun-19,33336 kms,3rd owner,2000,CNG,16.8,RAA Ryutsu
Subaru Legacy,23-Feb-09,54233 kms,4th owner,4500,Diesel,6.8,KIX Kansai
Mitsubishi Pajero,04-Jul-94,108461 kms,1st owner,2500,Electric,36.8,ONAA Osaka
Toyota Land Cruiser,29-Oct-00,229580 kms,3rd owner,1500,Gasoline,6.8,IMA East
Daihatsu Move,12-Aug-16,104035 kms,3rd owner,3000,Electric,26.8,GAO! Nagoya
Toyota Land Cruiser,06-Jun-12,108766 kms,4th owner,2000,Electric,16.8,KCAA Kyushu
Daihatsu Mira,25-May-94,266288 kms,2nd owner,1500,Diesel,6.8,GAO! Nagoya
Daihatsu Hijet,26-Jul-16,159147 kms,1st owner,3000,Electric,26.8,GNN Osaka
Daihatsu Mira,11-May-06,189559 kms,2nd owner,2000,Gasoline,16.8,KCAA Kyushu
Daihatsu Mira,01-May-21,241551 kms,1st owner,3000,Diesel,36.8,HAA Kobe
Daihatsu Move,04-Aug-13,220573 kms,2nd owner,1500,Diesel,16.8,JU Kanagawa
Mitsubishi Lancer,19-Aug-90,113423 kms,1st owner,4000,Hybrid,46.8,LAA Kansai
Mitsubishi Lancer,26-Dec-21,96976 kms,3rd owner,3000,CNG,26.8,HERO Saitama
Lexus IS,09-Jan-09,293788 kms,3rd owner,3000,Gasoline,26.8,HAA Kobe
Subaru BRZ,28-Oct-06,96755 kms,3rd owner,2500,CNG,26.8,LAA Kansai
Subaru Outback,26-Dec-21,148802 kms,2nd owner,1500,Diesel,6.8,CAA Chubu
Mitsubishi Mirage,06-Mar-11,33945 kms,1st owner,4500,Electric,6.8,KIX Kansai
Lexus IS,23-Jan-06,34263 kms,2nd owner,1500,Electric,16.8,NTAA Tokyo
Lexus RX,13-Jun-09,237251 kms,1st owner,2500,Gasoline,26.8,KIX Kansai
Daihatsu Move,29-May-17,189601 kms,4th owner,1500,CNG,6.8,NAA Osaka
Honda Odyssey,22-Sep-91,85942 kms,2nd owner,4000,Gasoline,16.8,KIX Kansai
Lexus GX,04-Apr-90,256096 kms,3rd owner,2500,Electric,26.8,GNN Osaka
Mitsubishi Mirage,05-Jun-01,145842 kms,3rd owner,4000,Hybrid,56.8,NAA Osaka
Subaru Outback,27-Aug-95,94433 kms,1st owner,660,Gasoline,6.8,GAO! Nagoya
Mazda CX-5,05-Nov-96,144047 kms,4th owner,4500,Electric,6.8,TAA Nagoya
Suzuki Alto,16-Jul-18,139964 kms,1st owner,4000,Electric,6.8,NAA Osaka
Mazda CX-5,22-Feb-18,75046 kms,1st owner,3500,Electric,6.8,ONAA Osaka
Daihatsu Hijet,06-Apr-13,65112 kms,2nd owner,1500,Hybrid,46.8,CAA Chubu
Mazda Demio,13-Aug-95,260124 kms,1st owner,2000,Gasoline,16.8,NAA Osaka
Daihatsu Mira,21-Sep-02,243240 kms,3rd owner,1500,CNG,16.8,NTAA Tokyo
Nissan Altima,17-Apr-20,82310 kms,1st owner,3500,Diesel,6.8,GAO! Nagoya
Daihatsu Hijet,31-Mar-15,66199 kms,2nd owner,2500,CNG,26.8,NAA Osaka
Lexus RX,09-Aug-91,5503 kms,1st owner,1500,Electric,16.8,GNN Osaka
Subaru BRZ,16-Sep-11,297765 kms,2nd owner,4500,Hybrid,46.8,LAA Kansai
Nissan X-Trail,07-Sep-17,94555 kms,4th owner,2000,Hybrid,56.8,Honda Auto Auction Fukuoka
Honda Civic,21-Jan-06,229782 kms,3rd owner,1500,Diesel,16.8,NAA Osaka
Toyota Crown,29-Aug-13,235278 kms,1st owner,2500,Electric,36.8,CAA Chubu
Mazda CX-5,10-Oct-99,15487 kms,1st owner,1500,Diesel,16.8,TAA Nagoya
Lexus RX,20-Nov-18,138960 kms,3rd owner,2500,Hybrid,76.8,CAA Chubu
Lexus IS,31-Jul-97,55207 kms,3rd owner,3000,Gasoline,26.8,NTAA Tokyo
Daihatsu Hijet,11-Mar-04,125253 kms,1st owner,4000,CNG,16.8,NAA Osaka
Nissan Note,20-Dec-99,166822 kms,1st owner,3500,Hybrid,56.8,GNN Osaka
Daihatsu Hijet,22-Jun-97,170286 kms,3rd owner,3000,Electric,36.8,HERO Saitama
Nissan Note,02-May-00,29950 kms,1st owner,3500,CNG,6.8,Honda Auto Auction Fukuoka
Honda Civic,15-Jul-21,227193 kms,2nd owner,2500,Hybrid,76.8,RAA Ryutsu
Mazda Axela,04-Apr-14,276390 kms,4th owner,2500,Gasoline,36.8,NAA Osaka
Subaru Outback,25-May-97,194361 kms,4th owner,3500,Hybrid,46.8,HERO Saitama
Mitsubishi Lancer,25-Oct-95,131046 kms,3rd owner,2000,Hybrid,56.8,KCAA Kyushu
Subaru BRZ,22-Dec-14,188325 kms,2nd owner,660,Electric,6.8,CAA Chubu
Mitsubishi Mirage,23-Sep-19,113029 kms,2nd owner,4000,Gasoline,16.8,JU Kanagawa
Honda CR-V,29-Jul-21,246532 kms,1st owner,4500,CNG,6.8,SMAP Tokyo
Mazda Axela,21-Nov-16,132808 kms,3rd owner,4500,Diesel,6.8,Honda Auto Auction Fukuoka
Nissan Altima,17-Apr-04,182293 kms,1st owner,1500,Diesel,16.8,HERO Saitama
Toyota Land Cruiser,12-May-00,265282 kms,4th owner,3000,CNG,36.8,SMAP Tokyo
Subaru Impreza,09-Apr-15,138375 kms,2nd owner,3500,Diesel,6.8,JU Kanagawa
Mitsubishi Pajero,30-May-09,112343 kms,1st owner,1500,Hybrid,46.8,SAA Sapporo
Suzuki Jimny,17-Jul-90,194588 kms,2nd owner,2500,Gasoline,26.8,SMAP Tokyo
Toyota Corolla,08-Apr-17,160356 kms,4th owner,3000,Gasoline,26.8,ONAA Osaka
Mitsubishi Lancer,20-Mar-04,149159 kms,1st owner,3500,Gasoline,16.8,NAA Osaka
Suzuki Vitara,22-Dec-92,162929 kms,4th owner,3500,Hybrid,56.8,KCAA Kyushu
Subaru Outback,13-Aug-93,144488 kms,4th owner,4000,CNG,6.8,GNN Osaka
Daihatsu Hijet,26-Oct-97,286168 kms,1st owner,3000,Electric,26.8,CAA Chubu
Suzuki Alto,28-Jul-06,150015 kms,3rd owner,4500,Electric,6.8,HERO Saitama
Mazda CX-5,28-Dec-22,263060 kms,4th owner,3500,Gasoline,6.8,TAA Nagoya
Toyota Prius,17-Nov-93,224775 kms,4th owner,660,Gasoline,6.8,TAA Nagoya
Toyota Hiace,20-Oct-17,177181 kms,1st owner,4000,Diesel,6.8,ONAA Osaka
Daihatsu Tanto,31-Mar-10,252400 kms,1st owner,2500,Hybrid,66.8,KCAA Kyushu
Toyota Hiace,08-Jun-21,78547 kms,2nd owner,2500,Diesel,36.8,IMA East
Subaru BRZ,23-May-18,154171 kms,1st owner,2000,Diesel,6.8,GNN Osaka
Toyota Crown,04-Jan-13,139980 kms,3rd owner,2500,Electric,26.8,SMAP Tokyo
Suzuki Vitara,25-Dec-04,71228 kms,3rd owner,2000,Gasoline,16.8,HERO Saitama
Mazda Axela,24-Mar-21,283931 kms,4th owner,2000,CNG,16.8,NAA Osaka
Daihatsu Hijet,24-Nov-02,24219 kms,2nd owner,2500,Gasoline,36.8,LAA Kansai
Honda Accord,27-Nov-06,46149 kms,3rd owner,2500,Electric,36.8,CAA Chubu
Toyota Corolla,07-Dec-18,17791 kms,1st owner,4000,CNG,16.8,CAA Chubu
Nissan Skyline,16-Jun-12,135589 kms,3rd owner,2000,Electric,16.8,NAA Osaka
Suzuki Jimny,17-Feb-22,161748 kms,4th owner,4500,Diesel,6.8,NAA Osaka
Toyota Corolla,11-Feb-13,265573 kms,3rd owner,2500,Diesel,26.8,CAA Chubu
Mazda CX-5,31-Jan-94,256064 kms,2nd owner,4000,Gasoline,16.8,IMA East
Nissan Note,13-Jun-10,130655 kms,1st owner,3500,CNG,6.8,SAA Sapporo
Mitsubishi Mirage,10-Feb-96,287347 kms,1st owner,2500,Hybrid,76.8,GNN Osaka
Nissan GTR,28-Apr-99,264531 kms,3rd owner,2500,Electric,26.8,KCAA Kyushu
Mitsubishi Pajero,02-Dec-04,123791 kms,3rd owner,4500,Gasoline,6.8,CAA Chubu
Nissan Skyline,21-Jul-13,19277 kms,1st owner,660,CNG,16.8,KIX Kansai
Toyota Crown,24-Aug-15,93773 kms,2nd owner,3000,Hybrid,66.8,USS Tokyo
Daihatsu Mira,04-Dec-08,100645 kms,4th owner,3500,Electric,16.8,TAA Nagoya
Suzuki Vitara,13-Nov-04,178665 kms,2nd owner,3500,Hybrid,46.8,KIX Kansai
Subaru Outback,27-Mar-96,175452 kms,1st owner,3500,Gasoline,6.8,KIX Kansai
Daihatsu Hijet,02-Oct-11,242390 kms,3rd owner,2000,Electric,16.8,NTAA Tokyo
Nissan Patrol,07-Jul-02,38994 kms,1st owner,1500,Hybrid,56.8,NTAA Tokyo
Mitsubishi Lancer,07-Dec-12,206379 kms,3rd owner,3500,Diesel,16.8,NAA Osaka
Daihatsu Tanto,08-Feb-05,138777 kms,4th owner,3500,Gasoline,16.8,NTAA Tokyo
Mitsubishi Lancer,23-Jan-19,202526 kms,4th owner,1500,Diesel,16.8,IMA East
Nissan Skyline,06-Sep-15,148017 kms,1st owner,2000,Gasoline,6.8,IMA East
Lexus RX,19-Sep-19,69867 kms,1st owner,3000,Hybrid,66.8,ONAA Osaka
Mazda CX-5,16-Jul-18,169487 kms,2nd owner,2000,Hybrid,46.8,KIX Kansai
Mitsubishi Lancer,30-Dec-19,171754 kms,3rd owner,3500,CNG,16.8,SMAP Tokyo
Honda Civic,25-Jan-19,9869 kms,3rd owner,1500,Diesel,6.8,JU Kanagawa
Mazda Axela,18-Jun-19,145989 kms,4th owner,4000,Hybrid,46.8,Honda Auto Auction Fukuoka
Daihatsu Hijet,26-Sep-04,124993 kms,2nd owner,2000,Hybrid,56.8,SMAP Tokyo
Mazda Axela,08-Aug-96,222269 kms,3rd owner,660,Diesel,6.8,SMAP Tokyo
Subaru Outback,09-Sep-95,214134 kms,2nd owner,4000,Diesel,6.8,SMAP Tokyo
Mitsubishi Pajero,06-Sep-95,222536 kms,3rd owner,1500,CNG,6.8,SAA Sapporo
Honda CR-V,25-Jun-96,54951 kms,1st owner,2500,CNG,26.8,Honda Auto Auction Fukuoka
Subaru Legacy,17-Jul-95,285891 kms,4th owner,4000,Hybrid,56.8,CAA Chubu
Mazda Demio,02-Aug-03,224594 kms,3rd owner,3500,Electric,16.8,SAA Sapporo
Lexus IS,07-Sep-01,195465 kms,1st owner,3500,CNG,6.8,NAA Osaka
Nissan GTR,18-Aug-06,129513 kms,4th owner,2000,Diesel,16.8,NTAA Tokyo
Subaru Outback,25-Mar-98,119903 kms,1st owner,3500,CNG,16.8,KIX Kansai
Mazda Axela,10-May-91,100825 kms,1st owner,3000,CNG,26.8,LAA Kansai
Mitsubishi Lancer,01-Aug-12,120107 kms,3rd owner,2000,Hybrid,56.8,KIX Kansai
Toyota Vitz,06-Aug-98,233559 kms,4th owner,1500,Diesel,6.8,NAA Osaka
Mazda Axela,08-Mar-12,221603 kms,2nd owner,3500,Gasoline,16.8,CAA Chubu
Lexus IS,19-May-19,239676 kms,3rd owner,1500,Electric,16.8,GNN Osaka
Lexus ES,01-Nov-91,275152 kms,4th owner,4000,Gasoline,6.8,HERO Saitama
Mazda RX-7,24-Jun-09,80180 kms,4th owner,3500,Hybrid,46.8,USS Tokyo
Lexus IS,07-Sep-04,35928 kms,2nd owner,3000,Diesel,36.8,TAA Nagoya
Mitsubishi Pajero,07-Jul-02,216758 kms,4th owner,1500,Diesel,16.8,ONAA Osaka
Honda Accord,30-May-14,181047 kms,2nd owner,3500,Gasoline,16.8,ONAA Osaka
Mazda CX-5,31-Dec-14,85745 kms,1st owner,3000,Electric,26.8,GAO! Nagoya
Nissan GTR,02-Mar-99,277640 kms,2nd owner,2000,Diesel,6.8,ONAA Osaka
Honda Civic,08-Mar-05,132618 kms,3rd owner,3000,Electric,26.8,SAA Sapporo
Honda CR-V,18-Sep-09,86460 kms,2nd owner,1500,Electric,16.8,NAA Osaka
Mazda Demio,20-Dec-06,152722 kms,4th owner,2000,Electric,6.8,Honda Auto Auction Fukuoka
Nissan X-Trail,26-Apr-91,141663 kms,2nd owner,3500,CNG,6.8,Honda Auto Auction Fukuoka
Toyota Corolla,20-May-20,154511 kms,1st owner,4000,Gasoline,16.8,NTAA Tokyo
Mitsubishi Mirage,05-Jun-08,216150 kms,2nd owner,4000,CNG,16.8,HAA Kobe
Suzuki Alto,21-Mar-11,97767 kms,3rd owner,3500,Diesel,6.8,Honda Auto Auction Fukuoka
Lexus ES,09-May-01,221386 kms,2nd owner,1500,CNG,16.8,ONAA Osaka
Toyota Hiace,13-Jul-11,296142 kms,2nd owner,1500,Gasoline,16.8,HERO Saitama
Subaru BRZ,21-Mar-01,197613 kms,3rd owner,1500,CNG,6.8,GNN Osaka
Mazda CX-5,22-Dec-16,196572 kms,4th owner,2000,Hybrid,46.8,SAA Sapporo
Honda CR-V,16-Aug-90,168457 kms,2nd owner,1500,Hybrid,46.8,IMA East
Daihatsu Tanto,24-May-19,22489 kms,1st owner,2500,Gasoline,26.8,SMAP Tokyo
Mazda RX-7,29-Apr-12,210170 kms,2nd owner,3500,Gasoline,6.8,LAA Kansai
Mazda Axela,14-Sep-13,196527 kms,2nd owner,1500,Gasoline,6.8,JU Kanagawa
Honda Odyssey,22-Nov-20,21310 kms,1st owner,4000,Hybrid,46.8,USS Tokyo
Nissan Patrol,13-Jan-11,83351 kms,3rd owner,3000,Diesel,26.8,GAO! Nagoya
Suzuki Alto,07-Aug-00,114845 kms,2nd owner,4000,Hybrid,56.8,ONAA Osaka
Mazda CX-5,22-Mar-19,60065 kms,1st owner,2000,Hybrid,56.8,KIX Kansai
Daihatsu Mira,03-Sep-20,177729 kms,4th owner,3500,Diesel,6.8,USS Tokyo
Suzuki Jimny,03-Apr-22,12861 kms,3rd owner,2500,CNG,26.8,NAA Osaka
Mitsubishi Pajero,14-Mar-12,220904 kms,1st owner,3000,Hybrid,76.8,HAA Kobe
Mazda Demio,10-Dec-96,216199 kms,1st owner,2500,Diesel,36.8,NAA Osaka
Nissan Note,06-Sep-13,31222 kms,4th owner,2500,Gasoline,26.8,TAA Nagoya
Nissan GTR,14-Dec-06,88296 kms,1st owner,2000,Diesel,6.8,USS Tokyo
Mazda Axela,17-Sep-99,29696 kms,2nd owner,3000,Electric,36.8,RAA Ryutsu
Nissan Note,25-Aug-00,109099 kms,3rd owner,2500,Electric,36.8,TAA Nagoya
Suzuki Vitara,22-Apr-02,84637 kms,3rd owner,3500,Diesel,6.8,IMA East
Lexus GX,13-Jun-10,42600 kms,3rd owner,3500,Diesel,6.8,NTAA Tokyo
Daihatsu Tanto,19-Oct-17,124536 kms,1st owner,2500,Diesel,26.8,KCAA Kyushu
Toyota Hiace,23-Oct-91,45576 kms,1st owner,3500,CNG,16.8,CAA Chubu
Daihatsu Hijet,15-Dec-12,220138 kms,1st owner,3500,CNG,6.8,HERO Saitama
Toyota Corolla,26-Dec-92,50841 kms,3rd owner,2500,Electric,36.8,LAA Kansai
Suzuki Vitara,30-Jan-09,78496 kms,4th owner,2000,Gasoline,6.8,USS Tokyo
Daihatsu Move,08-Jun-99,163545 kms,3rd owner,3500,Hybrid,56.8,Honda Auto Auction Fukuoka
Mitsubishi Lancer,01-Nov-15,42483 kms,2nd owner,3500,Hybrid,46.8,GAO! Nagoya
Honda CR-V,28-Mar-05,161111 kms,2nd owner,2500,Diesel,26.8,KIX Kansai
Lexus RX,30-Sep-90,58260 kms,2nd owner,660,Electric,6.8,SMAP Tokyo
Honda CR-V,12-May-91,226417 kms,2nd owner,4000,Gasoline,16.8,GNN Osaka
Daihatsu Mira,15-Jun-03,126097 kms,2nd owner,2000,Gasoline,16.8,USS Tokyo
Toyota Land Cruiser,04-Apr-05,108918 kms,4th owner,2500,Electric,26.8,SAA Sapporo
Honda Odyssey,24-Nov-11,243781 kms,1st owner,3000,Hybrid,66.8,TAA Nagoya
Honda Accord,18-Aug-08,175639 kms,4th owner,2000,Electric,16.8,GAO! Nagoya
Subaru BRZ,11-Feb-05,207910 kms,4th owner,3500,Diesel,16.8,HAA Kobe
Subaru Legacy,25-Oct-18,195888 kms,1st owner,1500,Gasoline,16.8,ONAA Osaka
Mazda Axela,22-Mar-00,32037 kms,1st owner,3500,Hybrid,56.8,NTAA Tokyo
Toyota Vitz,11-Feb-22,227394 kms,4th owner,2000,Gasoline,16.8,Honda Auto Auction Fukuoka
Subaru Outback,17-Jun-92,112456 kms,2nd owner,3500,Electric,16.8,KIX Kansai
Nissan Skyline,25-Sep-92,98673 kms,4th owner,3500,Electric,6.8,KIX Kansai
Mazda Axela,17-Sep-14,166697 kms,3rd owner,2000,Gasoline,6.8,JU Kanagawa
Subaru Outback,05-Jan-97,141481 kms,1st owner,4000,Hybrid,46.8,USS Tokyo
Mazda Axela,17-Oct-14,236381 kms,4th owner,1500,Diesel,6.8,SMAP Tokyo
Daihatsu Tanto,28-Jun-22,144374 kms,4th owner,2000,Gasoline,16.8,IMA East
Nissan X-Trail,14-Oct-22,71114 kms,4th owner,2000,Diesel,16.8,TAA Nagoya
Suzuki Swift,18-Feb-17,251312 kms,3rd owner,1500,CNG,16.8,CAA Chubu
Mitsubishi Pajero,06-Apr-05,37852 kms,1st owner,1500,Electric,16.8,NAA Osaka
Mitsubishi Pajero,09-Jun-91,268972 kms,4th owner,3000,Hybrid,76.8,HERO Saitama
Lexus ES,16-Feb-12,150603 kms,1st owner,3000,Gasoline,26.8,HERO Saitama
Mazda CX-5,02-Mar-22,134175 kms,3rd owner,3500,CNG,16.8,IMA East
Mitsubishi Mirage,20-Mar-96,201870 kms,2nd owner,2000,Diesel,6.8,HERO Saitama
Nissan GTR,26-Nov-03,154497 kms,4th owner,2500,CNG,36.8,HAA Kobe
Toyota Crown,05-Dec-97,223699 kms,2nd owner,2000,Gasoline,16.8,GNN Osaka
Toyota Corolla,27-Jul-06,169706 kms,2nd owner,3000,Electric,36.8,JU Kanagawa
Daihatsu Move,26-Sep-22,17681 kms,4th owner,1500,Electric,16.8,HAA Kobe
Toyota Camry,26-Jun-14,41258 kms,1st owner,3000,Electric,26.8,KIX Kansai
Lexus GX,29-Dec-03,265533 kms,2nd owner,3500,Gasoline,6.8,RAA Ryutsu
Toyota Hiace,11-Sep-02,96135 kms,2nd owner,3500,Electric,6.8,NTAA Tokyo
Honda Accord,20-Feb-93,68815 kms,3rd owner,3500,CNG,16.8,CAA Chubu
Daihatsu Move,07-May-12,135103 kms,4th owner,4500,Electric,16.8,IMA East
Daihatsu Hijet,11-May-19,107046 kms,4th owner,3000,CNG,26.8,IMA East
Honda Accord,11-Nov-18,36600 kms,4th owner,3000,Diesel,26.8,KCAA Kyushu
Subaru Outback,23-Jun-14,280592 kms,2nd owner,3500,CNG,16.8,GNN Osaka
Nissan X-Trail,18-Apr-95,99602 kms,1st owner,2000,CNG,6.8,HERO Saitama
Mazda RX-7,07-Dec-08,131014 kms,2nd owner,2000,Gasoline,16.8,HERO Saitama
Nissan Patrol,28-Mar-08,158595 kms,3rd owner,3000,Electric,36.8,RAA Ryutsu
Mitsubishi Pajero,22-Jul-97,254698 kms,2nd owner,3000,Electric,26.8,SMAP Tokyo
Subaru Impreza,27-Oct-08,76355 kms,1st owner,1500,Hybrid,46.8,ONAA Osaka
Nissan Altima,09-Dec-11,168995 kms,4th owner,660,Diesel,6.8,LAA Kansai
Subaru Legacy,26-Apr-00,279750 kms,2nd owner,1500,CNG,16.8,HAA Kobe
Toyota Corolla,07-Dec-12,6289 kms,4th owner,2500,CNG,26.8,KIX Kansai
Suzuki Alto,03-Feb-19,109478 kms,3rd owner,660,Diesel,16.8,IMA East
Nissan Note,24-Jul-11,106386 kms,2nd owner,4000,Hybrid,46.8,HAA Kobe
Mazda RX-7,05-Feb-10,268983 kms,3rd owner,2000,Gasoline,16.8,GNN Osaka
Subaru Impreza,21-Feb-15,222843 kms,2nd owner,1500,Electric,6.8,NTAA Tokyo
Subaru Legacy,06-Jun-15,160940 kms,1st owner,2000,Gasoline,6.8,TAA Nagoya
Mazda CX-5,04-Mar-94,68661 kms,3rd owner,2500,CNG,36.8,JU Kanagawa
Toyota Land Cruiser,09-Aug-17,219813 kms,1st owner,3500,CNG,16.8,Honda Auto Auction Fukuoka
Daihatsu Hijet,07-May-22,138578 kms,3rd owner,4500,Diesel,6.8,JU Kanagawa
Daihatsu Tanto,17-Feb-93,90452 kms,4th owner,2500,Gasoline,26.8,GNN Osaka
Subaru BRZ,15-Apr-92,10046 kms,3rd owner,2000,Electric,16.8,SMAP Tokyo
Mazda CX-5,19-Feb-93,73554 kms,3rd owner,660,Diesel,16.8,NTAA Tokyo
Mitsubishi Mirage,12-May-12,282974 kms,3rd owner,1500,CNG,6.8,GNN Osaka
Nissan GTR,04-Aug-18,111623 kms,4th owner,1500,Electric,16.8,SAA Sapporo
Mitsubishi Pajero,08-Oct-96,252541 kms,4th owner,2500,Gasoline,26.8,TAA Nagoya
Suzuki Vitara,10-May-95,96142 kms,1st owner,2500,Diesel,26.8,KIX Kansai
Honda Civic,09-Oct-06,174366 kms,2nd owner,3500,Gasoline,16.8,KCAA Kyushu
Nissan Altima,08-Jun-12,36107 kms,3rd owner,1500,Diesel,16.8,Honda Auto Auction Fukuoka
Suzuki Alto,28-Mar-17,191855 kms,1st owner,1500,Electric,16.8,SAA Sapporo
Mazda RX-7,08-Jul-13,118933 kms,2nd owner,1500,CNG,16.8,GNN Osaka
Honda CR-V,15-Apr-95,231750 kms,1st owner,2500,Electric,26.8,KCAA Kyushu
Subaru BRZ,15-Oct-95,41070 kms,2nd owner,4000,Hybrid,46.8,GNN Osaka
Toyota Prius,11-Nov-05,27960 kms,1st owner,3000,Electric,36.8,KCAA Kyushu
Suzuki Jimny,08-Dec-13,287587 kms,1st owner,4000,Hybrid,46.8,SAA Sapporo
Suzuki Jimny,05-Jan-22,27318 kms,1st owner,2000,Hybrid,46.8,RAA Ryutsu
Subaru Legacy,10-Aug-03,9719 kms,2nd owner,4000,Gasoline,6.8,HERO Saitama
Mazda CX-5,30-Jun-01,31460 kms,2nd owner,3000,Hybrid,66.8,CAA Chubu
Subaru Outback,09-Apr-22,182496 kms,3rd owner,4000,Gasoline,16.8,CAA Chubu
Daihatsu Move,08-Dec-99,37170 kms,3rd owner,2000,Hybrid,56.8,GAO! Nagoya
Daihatsu Mira,18-Jun-14,143117 kms,2nd owner,2000,Electric,16.8,GAO! Nagoya
Honda CR-V,08-Jul-21,95559 kms,2nd owner,2000,Diesel,16.8,LAA Kansai
Mazda Demio,28-Jul-03,288374 kms,1st owner,1500,Gasoline,6.8,IMA East
Mazda Demio,23-Jan-21,87890 kms,4th owner,3000,Gasoline,26.8,RAA Ryutsu
Toyota Corolla,20-Dec-18,43018 kms,3rd owner,2000,Hybrid,46.8,SAA Sapporo
Toyota Corolla,07-Apr-96,71064 kms,3rd owner,3500,CNG,6.8,GNN Osaka
Suzuki Jimny,07-Mar-01,202969 kms,1st owner,1500,CNG,16.8,KCAA Kyushu
Subaru Outback,09-Jan-06,250236 kms,4th owner,4500,Electric,6.8,HERO Saitama
Honda CR-V,24-Mar-91,52633 kms,3rd owner,1500,Gasoline,16.8,IMA East
Toyota Camry,14-Sep-16,246301 kms,3rd owner,1500,Hybrid,56.8,HAA Kobe
Mitsubishi Lancer,12-Aug-06,34231 kms,3rd owner,3500,Diesel,16.8,CAA Chubu
Mazda Demio,04-Jul-90,221712 kms,4th owner,2000,Electric,16.8,GAO! Nagoya
Nissan X-Trail,02-Aug-15,270211 kms,4th owner,1500,Diesel,16.8,GNN Osaka
Mazda CX-5,17-Jan-11,186786 kms,2nd owner,4500,Gasoline,6.8,GAO! Nagoya
Lexus RX,31-May-97,261991 kms,2nd owner,2000,Hybrid,56.8,ONAA Osaka
Lexus RX,01-Dec-02,260766 kms,3rd owner,3500,CNG,6.8,JU Kanagawa
Honda CR-V,28-Nov-05,191384 kms,3rd owner,1500,CNG,16.8,KCAA Kyushu
Toyota Corolla,19-Apr-97,195499 kms,1st owner,1500,Gasoline,16.8,IMA East
Nissan Note,12-Aug-96,288316 kms,2nd owner,2000,CNG,16.8,GNN Osaka
Lexus GX,18-Apr-93,86932 kms,3rd owner,3000,Electric,26.8,TAA Nagoya
Honda Fit,23-Apr-16,157688 kms,4th owner,3500,Diesel,16.8,HERO Saitama
Lexus IS,09-Oct-94,7626 kms,1st owner,1500,Gasoline,6.8,NTAA Tokyo
Toyota Corolla,30-Nov-19,199274 kms,4th owner,4000,Hybrid,56.8,Honda Auto Auction Fukuoka
